food_category_id,name,subname,priority,reference_amount,calorie,protein,fat,carbohydrate,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,niacin,vitamin_b6,vitamin_b12,folate,pantothenic_acid,biotin,vitamin_c
4,黄大豆,蒸し,0,1.00,186.000,15.700,9.200,4.700,810.000,75.000,110.000,290.000,2.800,1.800,0.510,1.330,0.000,0.000,0.000,0.000,0.000,0.000,0.800,11.000,0.150,0.100,4.900,0.180,0.000,96.000,0.340,0.000,0.000
4,黄大豆（ブラジル産）,乾,0,1.00,414.000,30.900,20.200,18.600,1800.000,250.000,250.000,580.000,9.000,3.500,1.110,2.540,0.000,1.000,1.000,660.000,1.000,0.000,4.800,36.000,0.770,0.290,11.000,0.450,0.000,220.000,1.680,33.000,0.000
4,黄大豆（国産）,乾,0,1.00,372.000,32.900,18.600,8.300,1900.000,180.000,220.000,490.000,6.800,3.100,1.070,2.270,0.000,5.000,3.000,350.000,1.000,0.000,2.300,18.000,0.710,0.260,10.000,0.510,0.000,260.000,1.360,28.000,3.000
4,黄大豆（国産）,ゆで,5,0.20,163.000,14.100,9.200,0.800,530.000,79.000,100.000,190.000,2.200,1.900,0.230,1.010,0.000,2.000,0.000,77.000,0.000,0.000,1.600,7.000,0.170,0.080,4.000,0.100,0.000,41.000,0.260,9.800,0.000
4,黄大豆（中国産）,乾,0,1.00,391.000,31.200,17.900,18.400,1800.000,170.000,220.000,460.000,8.900,3.900,1.010,0.000,0.000,2.000,1.000,41.000,1.000,0.000,2.100,34.000,0.840,0.300,10.000,0.590,0.000,260.000,1.640,33.000,0.000
4,黄大豆（米国産）,乾,0,1.00,402.000,31.000,19.900,16.700,1800.000,230.000,230.000,480.000,8.600,4.500,0.970,0.000,2.000,28.000,1.000,300.000,1.000,0.000,1.700,34.000,0.880,0.300,10.000,0.460,0.000,220.000,1.490,34.000,0.000
4,黄大豆缶詰,水煮,0,1.00,124.000,12.500,6.300,1.700,250.000,100.000,55.000,170.000,1.800,1.100,0.280,0.840,0.000,0.000,0.000,0.000,0.000,0.000,0.500,5.000,0.010,0.020,3.300,0.010,0.000,11.000,0.000,0.000,0.000
4,沖縄豆腐,,0,1.00,99.000,8.800,6.600,1.100,180.000,120.000,66.000,130.000,1.700,1.000,0.190,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.400,16.000,0.100,0.040,2.500,0.060,0.000,14.000,0.000,0.000,0.000
4,干し湯葉,湯戻し,0,1.00,151.000,15.300,9.600,0.300,140.000,66.000,60.000,170.000,2.600,1.600,0.570,1.090,0.000,2.000,1.000,14.000,0.000,0.000,0.700,16.000,0.050,0.010,3.700,0.030,0.000,3.000,0.120,11.000,0.000
4,金山寺みそ,,0,1.00,247.000,5.800,2.600,48.500,190.000,33.000,54.000,130.000,1.700,0.700,0.160,0.960,1.000,1.000,1.000,34.000,0.000,0.000,0.000,16.000,0.120,0.180,3.200,0.100,0.000,34.000,0.740,8.100,0.000
4,絹ごし豆腐,,0,1.00,56.000,5.300,3.200,1.100,150.000,75.000,50.000,68.000,1.200,0.500,0.160,0.340,1.000,1.000,1.000,69.000,0.000,0.000,0.100,9.000,0.110,0.040,1.600,0.060,0.000,12.000,0.090,3.500,0.000
4,五斗納豆,,0,1.00,214.000,0.000,6.900,20.300,430.000,49.000,61.000,190.000,2.200,1.100,0.310,0.750,1.000,8.000,2.000,75.000,0.000,0.000,0.600,590.000,0.080,0.350,3.700,0.190,0.000,110.000,2.900,15.000,0.000
4,黒大豆,煎り,0,1.00,431.000,33.600,20.300,17.900,2100.000,120.000,220.000,640.000,7.200,3.700,1.060,2.370,1.000,3.000,12.000,240.000,1.000,0.000,3.100,32.000,0.120,0.270,11.000,0.410,0.000,280.000,0.680,27.000,1.000
4,黒大豆（国産）,乾,0,1.00,349.000,31.500,16.500,11.300,1800.000,140.000,200.000,620.000,6.800,3.700,0.960,2.240,0.000,3.000,2.000,570.000,2.000,0.000,3.100,36.000,0.730,0.230,11.000,0.500,0.000,350.000,0.980,26.000,3.000
4,黒大豆（国産）,ゆで,0,1.00,155.000,13.800,8.500,2.600,480.000,55.000,64.000,220.000,2.600,1.400,0.330,0.980,0.000,1.000,0.000,170.000,1.000,0.000,1.800,15.000,0.140,0.050,4.000,0.120,0.000,43.000,0.170,9.300,0.000
4,糸引き納豆,,0,1.00,190.000,14.500,9.700,7.700,660.000,90.000,100.000,190.000,3.300,1.900,0.610,0.000,0.000,16.000,1.000,290.000,0.000,0.000,0.500,600.000,0.070,0.560,5.200,0.240,0.000,120.000,3.600,18.000,0.000
4,寺納豆,,0,1.00,248.000,0.000,6.100,25.900,1000.000,110.000,140.000,330.000,5.900,3.800,0.800,1.700,1.000,14.000,2.000,110.000,0.000,0.000,0.900,190.000,0.040,0.350,7.200,0.170,0.000,39.000,0.810,19.000,0.000
4,充てん豆腐,,0,1.00,56.000,5.100,2.800,2.400,200.000,31.000,68.000,83.000,0.800,0.600,0.180,0.430,0.000,0.000,0.000,0.000,0.000,0.000,0.300,11.000,0.150,0.050,1.600,0.090,0.000,23.000,0.120,0.000,0.000
4,焼き豆腐,,0,1.00,82.000,7.800,5.200,1.000,90.000,150.000,37.000,110.000,1.600,0.800,0.160,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.200,14.000,0.070,0.030,2.200,0.050,0.000,12.000,0.060,0.000,0.000
4,生揚げ,,0,1.00,143.000,10.300,10.700,1.200,120.000,240.000,55.000,150.000,2.600,1.100,0.220,0.850,0.000,0.000,0.000,0.000,0.000,0.000,0.800,25.000,0.070,0.030,2.800,0.080,0.000,23.000,0.170,0.000,0.000
4,青えんどう,ゆで,0,1.00,129.000,7.400,0.600,19.700,260.000,28.000,40.000,65.000,2.200,1.400,0.210,0.000,0.000,5.000,1.000,63.000,4.000,0.000,0.000,7.000,0.270,0.060,2.200,0.000,0.000,5.000,0.390,5.700,0.000
4,青きな粉,砂糖入り,0,1.00,392.000,17.500,10.400,57.900,980.000,80.000,120.000,340.000,3.900,2.300,0.670,1.380,0.000,2.000,2.000,230.000,2.000,0.000,1.200,28.000,0.140,0.140,4.200,0.260,0.000,130.000,0.460,15.000,0.000
4,青大豆（国産）,乾,0,1.00,354.000,31.400,16.900,12.900,1700.000,160.000,200.000,600.000,6.500,3.900,0.960,2.110,0.000,9.000,1.000,450.000,1.000,0.000,2.300,36.000,0.740,0.240,11.000,0.550,0.000,260.000,0.830,24.000,2.000
4,青大豆（国産）,ゆで,0,1.00,145.000,13.800,7.500,3.500,440.000,69.000,66.000,230.000,1.800,1.500,0.390,0.930,0.000,3.000,0.000,85.000,0.000,0.000,1.500,18.000,0.130,0.050,4.000,0.120,0.000,36.000,0.080,9.900,0.000
4,赤えんどう,ゆで,0,1.00,129.000,7.400,0.600,19.700,260.000,28.000,40.000,65.000,2.200,1.400,0.210,0.000,0.000,5.000,1.000,63.000,1.000,0.000,0.000,7.000,0.270,0.060,2.200,0.000,0.000,5.000,0.390,5.700,0.000
4,大豆たんぱく,分離 / 塩分調整タイプ,0,1.00,335.000,77.100,1.600,6.700,260.000,890.000,58.000,840.000,9.400,2.900,1.510,0.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.140,20.000,0.060,0.000,270.000,0.370,0.000,0.000
4,大豆たんぱく,分離 / 塩分無調整タイプ,0,1.00,335.000,77.100,1.600,6.700,190.000,57.000,58.000,840.000,9.400,2.900,1.510,0.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.140,20.000,0.060,0.000,270.000,0.370,0.000,0.000
4,大豆たんぱく,濃縮,0,1.00,313.000,55.400,0.700,10.800,1300.000,280.000,220.000,750.000,9.200,3.100,0.990,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.370,0.110,15.000,0.160,0.000,210.000,0.400,0.000,0.000
4,大豆たんぱく,繊維状,0,1.00,365.000,56.500,3.600,23.800,270.000,70.000,55.000,630.000,8.200,2.400,1.130,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.300,2.000,0.620,0.160,15.000,0.080,0.000,170.000,0.340,0.000,0.000
4,大豆たんぱく,粒状,0,1.00,318.000,44.100,1.900,22.200,2400.000,270.000,290.000,730.000,7.700,4.500,1.410,2.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.670,0.300,13.000,0.640,0.000,370.000,1.890,0.000,0.000
4,大豆はいが,,0,1.00,404.000,0.000,0.000,20.700,1400.000,100.000,200.000,720.000,12.000,6.000,1.130,2.860,0.000,0.000,0.000,0.000,2.000,0.000,19.000,190.000,0.030,0.730,9.700,0.560,0.000,460.000,0.590,0.000,0.000
4,凍り豆腐,水煮,0,1.00,104.000,10.800,6.700,1.100,3.000,150.000,29.000,180.000,1.700,1.200,0.090,1.020,0.000,5.000,1.000,3.000,0.000,0.000,0.300,13.000,0.000,0.000,2.700,0.000,0.000,0.000,0.020,3.100,0.000
4,湯葉,,0,1.00,218.000,21.400,12.300,5.100,290.000,90.000,80.000,250.000,3.600,2.200,0.700,0.000,1.000,3.000,1.000,100.000,1.000,0.000,0.900,22.000,0.170,0.090,5.400,0.130,0.000,25.000,0.340,14.000,0.000
4,豆きんとん（いんげんまめ）,,0,1.00,238.000,3.800,0.300,52.700,120.000,28.000,23.000,83.000,1.000,0.500,0.090,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.010,0.010,1.000,0.030,0.000,15.000,0.070,0.000,0.000
4,豆乳,,0,1.00,44.000,3.400,1.800,3.300,190.000,15.000,25.000,49.000,1.200,0.300,0.120,0.230,0.000,1.000,0.000,54.000,0.000,0.000,0.100,4.000,0.030,0.020,1.400,0.060,0.000,28.000,0.280,3.900,0.000
4,豆乳,調製豆乳,0,1.00,63.000,3.100,3.400,4.800,170.000,31.000,19.000,44.000,1.200,0.400,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.200,6.000,0.070,0.020,1.000,0.050,0.000,31.000,0.240,0.000,0.000
4,豆乳,豆乳飲料・麦芽コーヒー,0,1.00,59.000,2.100,2.100,8.000,110.000,20.000,13.000,36.000,0.300,0.200,0.070,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.300,3.000,0.010,0.010,0.900,0.030,0.000,15.000,0.120,0.000,0.000
4,豆腐よう,,0,1.00,183.000,9.000,7.500,19.600,38.000,160.000,52.000,190.000,1.700,1.700,0.220,1.700,1.000,4.000,3.000,45.000,0.000,0.000,0.600,18.000,0.020,0.070,2.800,0.050,0.000,7.000,0.400,4.200,0.000
4,豆腐竹輪,焼き,0,1.00,133.000,14.400,4.100,9.300,150.000,100.000,73.000,170.000,2.300,1.000,0.140,0.610,0.000,0.000,0.000,0.000,0.000,0.000,0.400,10.000,0.130,0.080,3.800,0.040,0.800,17.000,0.210,0.000,0.000
4,豆腐竹輪,蒸し,0,1.00,121.000,13.600,3.700,7.900,140.000,70.000,65.000,150.000,2.000,1.000,0.130,0.580,63.000,14.000,4.000,43.000,3.000,0.000,0.400,12.000,0.120,0.080,3.700,0.040,0.600,11.000,0.170,4.200,0.000
4,木綿豆腐,,10,1.50,73.000,6.700,4.500,0.900,110.000,93.000,57.000,88.000,1.500,0.600,0.160,0.410,6.000,4.000,4.000,44.000,0.000,0.000,0.200,6.000,0.090,0.040,1.900,0.050,0.000,12.000,0.020,4.100,0.000
4,油揚げ,,0,1.00,377.000,23.000,31.200,2.800,86.000,310.000,150.000,350.000,3.200,2.500,0.220,1.550,1.000,8.000,5.000,97.000,0.000,0.000,1.300,67.000,0.060,0.040,6.200,0.070,0.000,18.000,0.070,7.100,0.000
4,油揚げ,油抜き,0,1.00,266.000,17.900,21.300,1.600,51.000,230.000,110.000,280.000,2.500,2.100,0.160,1.220,0.000,6.000,4.000,68.000,0.000,0.000,0.900,48.000,0.040,0.020,4.800,0.040,0.000,12.000,0.040,4.800,0.000
4,油揚げ,甘煮,0,1.00,231.000,10.400,11.800,20.500,61.000,120.000,51.000,150.000,1.500,1.100,0.080,0.160,0.000,3.000,3.000,25.000,0.000,0.000,0.600,22.000,0.010,0.020,2.600,0.020,0.000,3.000,0.030,3.700,0.000
5,アーモンド,乾,0,1.00,609.000,18.700,51.900,11.500,760.000,250.000,290.000,460.000,3.600,3.600,1.170,2.450,0.000,0.000,0.000,0.000,1.000,0.000,30.000,0.000,0.200,1.060,7.200,0.090,0.000,65.000,0.490,0.000,0.000
5,アーモンド,フライ / 味付け,0,1.00,626.000,21.100,53.200,10.600,760.000,240.000,270.000,490.000,3.500,3.100,0.870,2.240,0.000,1.000,6.000,32.000,1.000,0.000,22.000,0.000,0.050,1.070,8.000,0.100,0.000,49.000,0.500,60.000,0.000
5,アーモンド,煎り / 無塩,10,0.15,608.000,19.000,54.200,10.900,740.000,260.000,310.000,480.000,3.700,3.700,1.190,2.460,0.000,0.000,0.000,0.000,1.000,0.000,29.000,0.000,0.030,1.040,7.500,0.080,0.000,48.000,0.260,0.000,0.000
5,あさ,乾,0,1.00,450.000,25.700,27.300,14.000,340.000,130.000,400.000,1100.000,13.000,6.100,1.320,9.970,0.000,4.000,9.000,45.000,2.000,0.000,1.800,51.000,0.350,0.190,8.200,0.400,0.000,82.000,0.570,28.000,0.000
5,煎りごま,,0,1.00,605.000,19.600,51.600,9.300,410.000,1200.000,360.000,560.000,9.900,5.900,1.680,2.520,0.000,27.000,4.000,110.000,1.000,0.000,0.100,12.000,0.490,0.230,11.000,0.640,0.000,150.000,0.510,15.000,0.000
5,えごま,乾,0,1.00,523.000,16.900,40.600,12.200,590.000,390.000,230.000,550.000,16.000,3.800,1.930,3.090,0.000,3.000,2.000,48.000,2.000,0.000,1.300,1.000,0.540,0.290,12.000,0.550,0.000,59.000,1.650,35.000,0.000
5,カシューナッツ,フライ / 味付け,0,1.00,591.000,19.300,47.900,20.200,590.000,38.000,240.000,490.000,4.800,5.400,1.890,0.000,0.000,27.000,1.000,30.000,1.000,0.000,0.600,28.000,0.540,0.180,7.000,0.360,0.000,63.000,1.320,19.000,0.000
5,かぼちゃ,煎り / 味付け,0,1.00,590.000,25.300,48.700,9.000,840.000,44.000,530.000,1100.000,6.500,7.700,1.260,4.390,0.000,5.000,13.000,42.000,3.000,0.000,0.600,2.000,0.210,0.190,13.000,0.160,0.000,79.000,0.650,13.000,0.000
5,かや,煎り,0,1.00,629.000,0.000,56.200,13.100,470.000,58.000,200.000,300.000,3.300,3.700,0.920,2.620,0.000,0.000,0.000,0.000,6.000,0.000,8.500,3.000,0.020,0.040,3.000,0.170,0.000,55.000,0.620,0.000,2.000
5,ぎんなん,,0,1.00,168.000,4.200,1.300,33.900,710.000,5.000,48.000,120.000,1.000,0.400,0.250,0.260,2.000,0.000,0.000,3.000,24.000,0.000,2.500,3.000,0.280,0.080,2.500,0.070,0.000,45.000,1.270,6.200,23.000
5,くるみ,煎り,10,0.20,713.000,13.400,70.500,3.700,540.000,85.000,150.000,280.000,2.600,2.600,1.210,3.440,0.000,0.000,0.000,0.000,2.000,0.000,1.200,7.000,0.260,0.150,4.400,0.490,0.000,91.000,0.670,0.000,0.000
5,けし,乾,0,1.00,555.000,20.200,47.600,5.800,700.000,1700.000,350.000,820.000,23.000,5.100,1.480,6.880,0.000,8.000,7.000,120.000,0.000,0.000,1.500,0.000,1.610,0.200,4.300,0.450,0.000,180.000,0.810,47.000,0.000
5,ココナッツパウダー,,0,1.00,676.000,5.600,64.300,11.500,820.000,15.000,110.000,140.000,2.800,1.400,0.800,1.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.030,1.900,0.090,0.000,10.000,0.250,0.000,0.000
5,ごま,乾,0,1.00,604.000,19.300,53.000,7.000,400.000,1200.000,370.000,540.000,9.600,5.500,1.660,2.240,0.000,10.000,4.000,92.000,1.000,0.000,0.100,7.000,0.950,0.250,11.000,0.600,0.000,93.000,0.560,12.000,0.000
5,しい,,0,1.00,244.000,2.600,0.800,54.900,390.000,62.000,82.000,76.000,0.900,0.100,0.360,2.720,0.000,0.000,0.000,0.000,1.000,0.000,0.100,16.000,0.280,0.090,1.900,0.190,0.000,8.000,0.590,0.000,110.000
5,すいか,煎り / 味付け,0,1.00,528.000,28.700,36.900,16.700,640.000,70.000,410.000,620.000,5.300,3.900,1.490,1.430,24.000,11.000,1.000,90.000,1.000,0.000,0.600,1.000,0.100,0.160,7.600,0.710,0.000,120.000,1.040,9.100,0.000
5,チアシード,乾,0,1.00,446.000,18.000,32.700,0.000,760.000,570.000,360.000,820.000,7.600,5.900,1.790,4.800,0.000,11.000,8.000,44.000,0.000,0.000,0.300,1.000,0.970,0.250,15.000,0.420,0.000,84.000,0.530,24.000,1.000
5,とうびし,,0,1.00,122.000,2.600,0.200,23.200,470.000,27.000,49.000,140.000,0.700,0.900,0.070,0.350,0.000,1.000,0.000,2.000,0.000,0.000,1.400,1.000,0.250,0.030,3.000,0.180,0.000,110.000,0.360,8.700,7.000
5,とち,蒸し,0,1.00,148.000,1.500,0.000,27.800,1900.000,180.000,17.000,27.000,0.400,0.500,0.440,1.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.400,0.000,0.000,1.000,0.000,0.000,0.000
5,練りごま,,0,1.00,646.000,18.300,57.100,9.000,480.000,590.000,340.000,670.000,5.800,5.300,1.500,1.800,0.000,22.000,5.000,150.000,1.000,0.000,0.100,0.000,0.320,0.150,12.000,0.510,0.000,99.000,0.240,13.000,0.000
5,はす,乾,0,1.00,327.000,18.000,1.600,54.900,1300.000,110.000,200.000,690.000,2.900,2.800,1.120,8.250,10.000,8.000,0.000,14.000,1.000,0.000,1.000,0.000,0.440,0.110,8.600,0.600,0.000,200.000,2.580,27.000,1.000
5,バターピーナッツ,,0,1.00,609.000,22.600,51.800,10.600,700.000,50.000,190.000,380.000,2.000,3.100,0.640,2.810,1.000,5.000,1.000,68.000,0.000,0.000,1.900,0.000,0.200,0.100,21.000,0.480,0.000,98.000,2.420,96.000,0.000
5,ピーナッツバター,,0,1.00,599.000,19.700,47.800,20.500,650.000,47.000,180.000,370.000,1.600,2.700,0.650,1.450,1.000,5.000,3.000,92.000,0.000,0.000,4.800,0.000,0.100,0.090,20.000,0.360,0.000,86.000,1.870,79.000,0.000
5,ひし,,0,1.00,183.000,5.500,0.300,38.300,430.000,45.000,84.000,150.000,1.100,1.300,0.060,0.600,0.000,0.000,0.000,2.000,1.000,0.000,1.600,2.000,0.420,0.080,3.100,0.320,0.000,430.000,0.710,11.000,12.000
5,ピスタチオ,煎り / 味付け,0,1.00,617.000,16.200,55.900,13.100,970.000,120.000,120.000,440.000,3.000,2.500,1.150,0.000,0.000,0.000,0.000,0.000,10.000,0.000,1.400,29.000,0.430,0.240,5.500,1.220,0.000,59.000,1.060,0.000,0.000
5,ひまわり,フライ / 味付け,0,1.00,587.000,18.700,49.000,19.100,750.000,81.000,390.000,830.000,3.600,5.000,1.810,2.330,0.000,95.000,1.000,28.000,1.000,0.000,12.000,0.000,1.720,0.250,12.000,1.180,0.000,280.000,1.660,80.000,0.000
5,ブラジルナッツ,フライ / 味付け,0,1.00,703.000,14.100,68.900,3.400,620.000,200.000,370.000,680.000,2.600,4.000,1.950,1.290,0.000,0.000,0.000,0.000,1.000,0.000,4.100,0.000,0.880,0.260,3.800,0.250,0.000,1.000,0.230,0.000,0.000
5,ヘーゼルナッツ,フライ / 味付け,0,1.00,701.000,11.000,69.300,9.100,610.000,130.000,160.000,320.000,3.000,2.000,1.640,5.240,0.000,1.000,1.000,6.000,0.000,0.000,18.000,4.000,0.260,0.280,4.200,0.390,0.000,54.000,1.070,82.000,0.000
5,ペカン,フライ / 味付け,0,1.00,716.000,8.000,71.900,9.300,370.000,60.000,120.000,270.000,2.700,3.600,0.840,4.370,0.000,0.000,0.000,0.000,4.000,0.000,1.700,4.000,0.190,0.190,2.400,0.190,0.000,43.000,1.490,0.000,0.000
5,マカダミアナッツ,煎り / 味付け,0,1.00,751.000,7.700,76.600,6.700,300.000,47.000,94.000,140.000,1.300,0.700,0.330,0.000,0.000,13.000,2.000,5.000,0.000,0.000,0.000,5.000,0.210,0.090,3.700,0.210,0.000,16.000,0.500,6.500,0.000
5,まつ,煎り,0,1.00,668.000,13.700,60.200,14.400,620.000,15.000,250.000,550.000,6.200,6.000,1.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,27.000,0.610,0.210,6.100,0.100,0.000,73.000,0.420,0.000,0.000
5,まつ,,0,1.00,645.000,14.500,55.000,21.000,730.000,14.000,290.000,680.000,5.600,6.900,1.440,9.780,0.000,0.000,0.000,0.000,0.000,0.000,11.000,1.000,0.630,0.130,6.300,0.170,0.000,79.000,0.590,0.000,0.000
5,むきごま,,0,1.00,570.000,19.000,44.800,16.200,400.000,62.000,340.000,870.000,6.000,5.500,1.530,1.230,1.000,43.000,1.000,120.000,0.000,0.000,0.100,1.000,1.250,0.140,11.000,0.440,0.000,83.000,0.390,11.000,0.000
5,らっかせい（小粒）,煎り,0,1.00,607.000,25.000,50.300,13.000,770.000,50.000,200.000,390.000,1.700,3.000,0.690,0.000,0.000,0.000,0.000,0.000,1.000,0.000,11.000,0.000,0.230,0.100,22.000,0.460,0.000,57.000,2.190,0.000,0.000
5,らっかせい（小粒）,乾,0,1.00,573.000,24.200,46.900,13.200,740.000,50.000,170.000,380.000,1.600,2.300,0.590,1.560,1.000,20.000,4.000,88.000,1.000,0.000,10.000,0.000,0.850,0.100,22.000,0.460,0.000,76.000,2.560,92.000,0.000
5,らっかせい（大粒）,煎り,0,1.00,613.000,23.600,50.500,10.100,760.000,50.000,200.000,390.000,1.700,3.000,0.690,2.150,1.000,2.000,0.000,96.000,1.000,0.000,10.000,0.000,0.240,0.130,28.000,0.460,0.000,58.000,2.200,110.000,0.000
5,らっかせい（大粒）,乾,0,1.00,572.000,24.000,46.400,12.400,740.000,49.000,170.000,380.000,1.600,2.300,0.590,1.560,1.000,20.000,4.000,88.000,1.000,0.000,11.000,0.000,0.410,0.100,24.000,0.490,0.000,76.000,2.560,92.000,0.000
5,中国ぐり,甘ぐり,0,1.00,207.000,4.300,0.900,40.600,560.000,30.000,71.000,110.000,2.000,0.900,0.510,1.590,0.000,1.000,0.000,1.000,6.000,0.000,0.100,0.000,0.200,0.180,2.200,0.370,0.000,100.000,0.570,6.000,2.000
5,日本ぐり,,0,1.00,147.000,2.400,0.400,33.200,420.000,23.000,40.000,70.000,0.800,0.500,0.320,3.270,0.000,3.000,0.000,2.000,3.000,0.000,0.000,1.000,0.210,0.070,1.600,0.270,0.000,74.000,1.040,3.900,33.000
5,日本ぐり,甘露煮,0,1.00,232.000,1.500,0.300,54.400,75.000,8.000,8.000,25.000,0.600,0.100,0.150,0.750,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.070,0.030,0.700,0.030,0.000,8.000,0.180,0.000,0.000
6,アーティチョーク,花らい,0,1.00,39.000,1.900,0.100,3.100,430.000,52.000,50.000,61.000,0.800,0.200,0.050,0.190,0.000,0.000,0.000,0.000,1.000,0.000,0.400,2.000,0.080,0.100,1.900,0.080,0.000,81.000,0.510,0.000,15.000
6,あさつき,,0,1.00,34.000,2.900,0.100,3.800,330.000,20.000,16.000,86.000,0.700,0.800,0.090,0.400,0.000,0.000,0.000,0.000,62.000,0.000,0.900,50.000,0.150,0.160,1.800,0.360,0.000,210.000,0.620,0.000,26.000
6,あしたば,,0,1.00,30.000,2.400,0.000,2.000,540.000,65.000,26.000,65.000,1.000,0.600,0.160,1.050,0.000,0.000,0.000,0.000,440.000,0.000,2.600,500.000,0.100,0.240,2.200,0.160,0.000,100.000,0.920,0.000,41.000
6,アスパラガス,,5,0.30,21.000,1.800,0.200,2.700,270.000,19.000,9.000,60.000,0.700,0.500,0.100,0.190,1.000,0.000,0.000,2.000,31.000,0.000,1.500,43.000,0.140,0.150,1.400,0.120,0.000,190.000,0.590,1.800,15.000
6,アスパラガス缶詰,水煮,0,1.00,24.000,1.600,0.100,3.400,170.000,21.000,7.000,41.000,0.900,0.300,0.070,0.050,0.000,0.000,0.000,0.000,1.000,0.000,0.400,4.000,0.070,0.060,1.600,0.020,0.000,15.000,0.120,0.000,11.000
6,アルファルファもやし,,0,1.00,11.000,0.000,0.100,0.600,43.000,14.000,13.000,37.000,0.500,0.400,0.090,0.100,1.000,1.000,0.000,16.000,5.000,0.000,1.900,47.000,0.070,0.090,0.500,0.100,0.000,56.000,0.460,4.400,5.000
6,アロエ,,0,1.00,3.000,0.000,0.000,0.300,43.000,56.000,4.000,2.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,4.000,0.060,0.000,1.000
6,いぶりがっこ,,0,1.00,76.000,0.800,0.000,13.900,350.000,42.000,31.000,77.000,0.400,0.300,0.030,0.470,2.000,1.000,0.000,6.000,0.000,0.000,0.000,0.000,0.080,0.020,1.000,0.120,0.000,10.000,0.220,0.500,0.000
6,うど,,0,1.00,19.000,0.800,0.000,2.900,220.000,7.000,9.000,25.000,0.200,0.100,0.050,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.200,2.000,0.020,0.010,0.700,0.040,0.000,19.000,0.120,0.500,4.000
6,うるい,,0,1.00,19.000,1.500,0.200,1.400,390.000,40.000,14.000,52.000,0.500,0.500,0.090,0.790,1.000,1.000,0.000,4.000,160.000,0.000,1.300,160.000,0.090,0.120,1.000,0.100,0.000,120.000,0.310,3.100,50.000
6,エシャレット,,0,1.00,59.000,1.400,0.100,7.300,290.000,20.000,14.000,47.000,0.800,0.500,0.060,0.370,0.000,0.000,0.000,0.000,2.000,0.000,0.400,6.000,0.030,0.050,1.200,0.110,0.000,55.000,0.330,0.000,21.000
6,えだまめ,冷凍,0,1.00,143.000,11.100,7.200,5.600,650.000,76.000,76.000,190.000,2.500,1.400,0.420,1.120,2.000,2.000,0.000,190.000,15.000,0.000,1.200,28.000,0.280,0.130,4.500,0.140,0.000,310.000,0.510,9.200,27.000
6,えだまめ,,5,0.30,125.000,10.300,5.700,5.700,590.000,58.000,62.000,170.000,2.700,1.400,0.410,0.710,0.000,1.000,1.000,240.000,22.000,0.000,0.800,30.000,0.310,0.150,4.200,0.150,0.000,320.000,0.530,11.000,27.000
6,エンダイブ,,0,1.00,14.000,0.900,0.100,1.100,270.000,51.000,19.000,30.000,0.600,0.400,0.050,1.100,0.000,0.000,0.000,0.000,140.000,0.000,0.800,120.000,0.060,0.080,0.400,0.080,0.000,90.000,0.160,0.000,7.000
6,おおさかしろな,,0,1.00,12.000,1.100,0.100,0.900,400.000,150.000,21.000,52.000,1.200,0.500,0.060,0.290,0.000,0.000,0.000,0.000,110.000,0.000,1.200,190.000,0.060,0.180,0.900,0.130,0.000,150.000,0.240,0.000,28.000
6,おおさかしろな塩漬,,0,1.00,19.000,1.000,0.100,1.900,380.000,130.000,21.000,52.000,0.700,0.600,0.060,0.260,0.000,0.000,0.000,0.000,110.000,0.000,1.600,340.000,0.060,0.150,0.900,0.160,0.000,88.000,0.230,0.000,38.000
6,おかひじき,,0,1.00,16.000,0.000,0.000,0.900,680.000,150.000,51.000,40.000,1.300,0.600,0.100,0.660,0.000,0.000,0.000,0.000,280.000,0.000,1.000,310.000,0.060,0.130,0.700,0.040,0.000,93.000,0.220,0.000,21.000
6,オクラ,,0,1.00,26.000,1.500,0.100,2.200,260.000,92.000,51.000,58.000,0.500,0.600,0.130,0.480,0.000,0.000,1.000,4.000,56.000,0.000,1.200,71.000,0.090,0.090,1.200,0.100,0.000,110.000,0.420,6.000,11.000
